date,amount,category,merchant,description,type,currency,balance
2024-02-19,-50.87,Dining Out,Costa Coffee,Dining Out at Costa Coffee,debit,GBP,6164.08
2024-02-19,-17.31,Transport,Shell,Transport at Shell,debit,GBP,6146.7699999999995
2024-02-20,-145.15,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,6001.62
2024-02-20,-22.17,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,5979.45
2024-02-20,-20.71,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,5958.74
2024-02-21,-69.04,Groceries,Lidl,Groceries at Lidl,debit,GBP,5889.7
2024-02-21,-11.44,Transport,National Rail,Transport at National Rail,debit,GBP,5878.26
2024-02-21,-87.15,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,5791.110000000001
2024-02-22,-78.12,Groceries,Lidl,Groceries at Lidl,debit,GBP,5712.990000000001
2024-02-22,-74.22,Shopping,H&M,Shopping at H&M,debit,GBP,5638.77
2024-02-23,-72.45,Groceries,Tesco,Groceries at Tesco,debit,GBP,5566.320000000001
2024-02-24,-26.24,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,5540.080000000001
2024-02-25,-34.63,Groceries,Iceland,Groceries at Iceland,debit,GBP,5505.450000000001
2024-02-26,-42.22,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,5463.2300000000005
2024-02-27,-93.12,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,5370.110000000001
2024-02-28,-120.13,Groceries,ASDA,Groceries at ASDA,debit,GBP,5249.9800000000005
2024-02-29,-45.61,Shopping,M&S,Shopping at M&S,debit,GBP,5204.370000000001
2024-02-29,-92.38,Utilities,Sky,Utilities at Sky,debit,GBP,5111.990000000001
2024-03-01,-166.67,Shopping,M&S,Shopping at M&S,debit,GBP,4945.320000000001
2024-03-01,5982.37,Income,Company Ltd,Monthly Salary,credit,GBP,10927.69
2024-03-02,-38.79,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,10888.9
2024-03-02,-54.86,Healthcare,Pharmacy,Healthcare at Pharmacy,debit,GBP,10834.039999999999
2024-03-02,-29.93,Groceries,Lidl,Groceries at Lidl,debit,GBP,10804.109999999999
2024-03-03,-6.41,Transport,Shell,Transport at Shell,debit,GBP,10797.699999999999
2024-03-03,-44.69,Utilities,British Gas,Utilities at British Gas,debit,GBP,10753.009999999998
2024-03-03,-24.59,Healthcare,Pharmacy,Healthcare at Pharmacy,debit,GBP,10728.419999999998
2024-03-04,-35.99,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,GBP,10692.429999999998
2024-03-04,-31.16,Dining Out,Costa Coffee,Dining Out at Costa Coffee,debit,GBP,10661.269999999999
2024-03-05,-30.95,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,10630.319999999998
2024-03-05,-34.83,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,10595.489999999998
2024-03-06,-43.51,Shopping,John Lewis,Shopping at John Lewis,debit,GBP,10551.979999999998
2024-03-06,-109.67,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,10442.309999999998
2024-03-06,-27.81,Transport,First Bus,Transport at First Bus,debit,GBP,10414.499999999998
2024-03-07,-110.7,Shopping,John Lewis,Shopping at John Lewis,debit,GBP,10303.799999999997
2024-03-07,-84.54,Transport,First Bus,Transport at First Bus,debit,GBP,10219.259999999997
2024-03-09,-56.93,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,10162.329999999996
2024-03-11,-59.71,Other,Online Purchase,Other at Online Purchase,debit,GBP,10102.619999999997
2024-03-11,-87.77,Healthcare,Pharmacy,Healthcare at Pharmacy,debit,GBP,10014.849999999997
2024-03-11,-73.08,Shopping,Boots,Shopping at Boots,debit,GBP,9941.769999999997
2024-03-11,-110.88,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,9830.889999999998
2024-03-12,-3.49,Transport,National Rail,Transport at National Rail,debit,GBP,9827.399999999998
2024-03-13,-64.02,Transport,TfL,Transport at TfL,debit,GBP,9763.379999999997
2024-03-13,-66.32,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,9697.059999999998
2024-03-13,-66.72,Transport,BP,Transport at BP,debit,GBP,9630.339999999998
2024-03-14,-85.74,Shopping,Boots,Shopping at Boots,debit,GBP,9544.599999999999
2024-03-16,-68.13,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,9476.47
2024-03-17,-126.09,Groceries,ASDA,Groceries at ASDA,debit,GBP,9350.38
2024-03-17,-38.87,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,9311.509999999998
2024-03-19,-22.82,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,9288.689999999999
2024-03-19,-93.74,Utilities,British Gas,Utilities at British Gas,debit,GBP,9194.949999999999
2024-03-19,-84.59,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,9110.359999999999
2024-03-20,-10.68,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,9099.679999999998
2024-03-21,-190.33,Shopping,H&M,Shopping at H&M,debit,GBP,8909.349999999999
2024-03-21,-35.12,Dining Out,Costa Coffee,Dining Out at Costa Coffee,debit,GBP,8874.229999999998
2024-03-22,-59.42,Healthcare,NHS Prescription,Healthcare at NHS Prescription,debit,GBP,8814.809999999998
2024-03-22,-164.59,Shopping,Next,Shopping at Next,debit,GBP,8650.219999999998
2024-03-23,-121.74,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,8528.479999999998
2024-03-24,-67.97,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,8460.509999999998
2024-03-24,-6.97,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,8453.539999999999
2024-03-25,-36.45,Healthcare,Private GP,Healthcare at Private GP,debit,GBP,8417.089999999998
2024-03-25,-127.33,Utilities,Sky,Utilities at Sky,debit,GBP,8289.759999999998
2024-03-25,-50.42,Groceries,Aldi,Groceries at Aldi,debit,GBP,8239.339999999998
2024-03-26,-8.11,Other,Online Purchase,Other at Online Purchase,debit,GBP,8231.229999999998
2024-03-27,-27.39,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,8203.839999999998
2024-03-27,-85.13,Utilities,Sky,Utilities at Sky,debit,GBP,8118.709999999998
2024-03-28,-29.22,Transport,TfL,Transport at TfL,debit,GBP,8089.489999999998
2024-03-29,-23.94,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,8065.549999999998
2024-03-30,-10.79,Transport,BP,Transport at BP,debit,GBP,8054.759999999998
2024-03-31,-113.48,Utilities,BT,Utilities at BT,debit,GBP,7941.279999999999
2024-03-31,-9.37,Healthcare,Opticians,Healthcare at Opticians,debit,GBP,7931.909999999999
2024-03-31,-81.73,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,7850.179999999999
2024-04-01,3330.51,Income,Employer Inc,Monthly Salary,credit,GBP,11180.689999999999
2024-04-01,-25.34,Groceries,ASDA,Groceries at ASDA,debit,GBP,11155.349999999999
2024-04-01,-80.88,Transport,BP,Transport at BP,debit,GBP,11074.47
2024-04-02,-76.66,Groceries,Lidl,Groceries at Lidl,debit,GBP,10997.81
2024-04-02,-57.35,Shopping,Boots,Shopping at Boots,debit,GBP,10940.46
2024-04-03,-120.39,Groceries,ASDA,Groceries at ASDA,debit,GBP,10820.07
2024-04-04,-36.77,Shopping,M&S,Shopping at M&S,debit,GBP,10783.3
2024-04-04,-94.22,Groceries,Aldi,Groceries at Aldi,debit,GBP,10689.08
2024-04-04,-23.22,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,10665.86
2024-04-06,-73.75,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,10592.11
2024-04-06,-64.37,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,10527.74
2024-04-07,-56.51,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,10471.23
2024-04-11,-26.07,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,10445.16
2024-04-12,-19.5,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,10425.66
2024-04-12,-132.45,Shopping,H&M,Shopping at H&M,debit,GBP,10293.21
2024-04-12,-34.85,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,10258.359999999999
2024-04-13,-21.01,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,10237.349999999999
2024-04-14,-13.94,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,10223.409999999998
2024-04-15,-53.46,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,10169.949999999999
2024-04-15,-45.83,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,10124.119999999999
2024-04-16,-21.26,Dining Out,Costa Coffee,Dining Out at Costa Coffee,debit,GBP,10102.859999999999
2024-04-16,-36.69,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,10066.169999999998
2024-04-18,-39.23,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,GBP,10026.939999999999
2024-04-18,-13.41,Healthcare,Pharmacy,Healthcare at Pharmacy,debit,GBP,10013.529999999999
2024-04-18,-24.91,Groceries,Aldi,Groceries at Aldi,debit,GBP,9988.619999999999
2024-04-19,-8.67,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,9979.949999999999
2024-04-20,-78.49,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,9901.46
2024-04-20,-22.63,Healthcare,Opticians,Healthcare at Opticians,debit,GBP,9878.83
2024-04-21,-112.05,Groceries,Lidl,Groceries at Lidl,debit,GBP,9766.78
2024-04-22,-16.68,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,9750.1
2024-04-23,-47.85,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,GBP,9702.25
2024-04-23,-17.31,Groceries,Iceland,Groceries at Iceland,debit,GBP,9684.94
2024-04-24,-125.22,Shopping,Zara,Shopping at Zara,debit,GBP,9559.720000000001
2024-04-24,-42.18,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,GBP,9517.54
2024-04-25,-11.58,Dining Out,Costa Coffee,Dining Out at Costa Coffee,debit,GBP,9505.960000000001
2024-04-27,-92.88,Groceries,Tesco,Groceries at Tesco,debit,GBP,9413.080000000002
2024-04-28,-27.52,Healthcare,Pharmacy,Healthcare at Pharmacy,debit,GBP,9385.560000000001
2024-04-29,-31.0,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,9354.560000000001
2024-04-30,-109.7,Utilities,BT,Utilities at BT,debit,GBP,9244.86
2024-04-30,-54.21,Groceries,Iceland,Groceries at Iceland,debit,GBP,9190.650000000001
2024-05-01,-55.47,Groceries,Aldi,Groceries at Aldi,debit,GBP,9135.180000000002
2024-05-01,-181.47,Shopping,Next,Shopping at Next,debit,GBP,8953.710000000003
2024-05-01,-22.57,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,8931.140000000003
2024-05-02,-44.22,Transport,Shell,Transport at Shell,debit,GBP,8886.920000000004
2024-05-02,-47.69,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,8839.230000000003
2024-05-02,-72.77,Groceries,Iceland,Groceries at Iceland,debit,GBP,8766.460000000003
2024-05-03,-81.55,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,8684.910000000003
2024-05-04,-40.62,Transport,BP,Transport at BP,debit,GBP,8644.290000000003
2024-05-04,-59.62,Entertainment,Cinema,Entertainment at Cinema,debit,GBP,8584.670000000002
2024-05-05,-70.67,Shopping,Next,Shopping at Next,debit,GBP,8514.000000000002
2024-05-05,-184.56,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,8329.440000000002
2024-05-06,-28.06,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,8301.380000000003
2024-05-06,-193.69,Shopping,Boots,Shopping at Boots,debit,GBP,8107.690000000003
2024-05-07,-10.24,Transport,TfL,Transport at TfL,debit,GBP,8097.4500000000035
2024-05-07,-29.36,Utilities,BT,Utilities at BT,debit,GBP,8068.090000000004
2024-05-08,-4.73,Transport,Shell,Transport at Shell,debit,GBP,8063.360000000004
2024-05-10,-46.28,Healthcare,NHS Prescription,Healthcare at NHS Prescription,debit,GBP,8017.0800000000045
2024-05-11,-87.67,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,7929.410000000004
2024-05-11,-86.38,Shopping,H&M,Shopping at H&M,debit,GBP,7843.030000000004
2024-05-12,-102.95,Groceries,Lidl,Groceries at Lidl,debit,GBP,7740.0800000000045
2024-05-12,-38.24,Utilities,British Gas,Utilities at British Gas,debit,GBP,7701.840000000005
2024-05-12,-46.72,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,7655.120000000004
2024-05-13,-82.82,Other,ATM Withdrawal,Other at ATM Withdrawal,debit,GBP,7572.300000000005
2024-05-14,-14.54,Transport,Shell,Transport at Shell,debit,GBP,7557.760000000005
2024-05-15,-173.8,Shopping,Next,Shopping at Next,debit,GBP,7383.960000000005
2024-05-16,-42.57,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,7341.390000000005
2024-05-17,-44.05,Healthcare,Private GP,Healthcare at Private GP,debit,GBP,7297.340000000005
2024-05-17,-39.37,Shopping,Next,Shopping at Next,debit,GBP,7257.970000000005
2024-05-17,-22.69,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,7235.280000000005
2024-05-18,-62.57,Other,Online Purchase,Other at Online Purchase,debit,GBP,7172.7100000000055
2024-05-18,-27.45,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,7145.260000000006
2024-05-19,-139.67,Shopping,Boots,Shopping at Boots,debit,GBP,7005.590000000006
2024-05-19,-94.89,Groceries,Lidl,Groceries at Lidl,debit,GBP,6910.700000000005
2024-05-20,-38.29,Groceries,Lidl,Groceries at Lidl,debit,GBP,6872.410000000005
2024-05-20,-32.18,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,6840.230000000005
2024-05-21,-47.09,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,6793.140000000005
2024-05-23,-75.21,Groceries,Aldi,Groceries at Aldi,debit,GBP,6717.930000000005
2024-05-24,-19.73,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,6698.200000000005
2024-05-25,-36.98,Transport,BP,Transport at BP,debit,GBP,6661.220000000006
2024-05-25,-16.07,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,GBP,6645.150000000006
2024-05-26,-113.54,Utilities,Sky,Utilities at Sky,debit,GBP,6531.610000000006
2024-05-27,-81.65,Groceries,ASDA,Groceries at ASDA,debit,GBP,6449.960000000006
2024-05-27,-29.96,Dining Out,Nando's,Dining Out at Nando's,debit,GBP,6420.000000000006
2024-05-28,-16.07,Entertainment,Gym Membership,Entertainment at Gym Membership,debit,GBP,6403.930000000007
2024-05-29,-87.15,Shopping,Zara,Shopping at Zara,debit,GBP,6316.780000000007
2024-05-30,-52.16,Utilities,Thames Water,Utilities at Thames Water,debit,GBP,6264.620000000007
2024-05-30,-47.32,Healthcare,Pharmacy,Healthcare at Pharmacy,debit,GBP,6217.3000000000075
2024-05-30,-51.58,Groceries,Lidl,Groceries at Lidl,debit,GBP,6165.7200000000075
2024-05-30,-8.9,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,6156.820000000008
2024-05-31,4483.74,Income,Company Ltd,Monthly Salary,credit,GBP,10640.560000000009
2024-05-31,-26.33,Transport,First Bus,Transport at First Bus,debit,GBP,10614.230000000009
2024-05-31,-7.47,Other,Online Purchase,Other at Online Purchase,debit,GBP,10606.76000000001
2024-05-31,-68.22,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,10538.54000000001
2024-05-31,-75.7,Healthcare,NHS Prescription,Healthcare at NHS Prescription,debit,GBP,10462.84000000001
2024-06-01,2992.24,Income,Employer Inc,Monthly Salary,credit,GBP,13455.080000000009
2024-06-01,-95.42,Groceries,Tesco,Groceries at Tesco,debit,GBP,13359.660000000009
2024-06-01,-56.04,Healthcare,Dentist,Healthcare at Dentist,debit,GBP,13303.620000000008
2024-06-01,-22.55,Transport,Shell,Transport at Shell,debit,GBP,13281.070000000009
2024-06-02,-31.28,Transport,TfL,Transport at TfL,debit,GBP,13249.790000000008
2024-06-02,-83.32,Groceries,Tesco,Groceries at Tesco,debit,GBP,13166.470000000008
2024-06-03,-34.75,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,13131.720000000008
2024-06-03,-52.01,Utilities,BT,Utilities at BT,debit,GBP,13079.710000000008
2024-06-03,-121.12,Shopping,Zara,Shopping at Zara,debit,GBP,12958.590000000007
2024-06-04,-52.78,Groceries,Aldi,Groceries at Aldi,debit,GBP,12905.810000000007
2024-06-04,-43.11,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,12862.700000000006
2024-06-04,-50.63,Groceries,ASDA,Groceries at ASDA,debit,GBP,12812.070000000007
2024-06-04,-117.6,Shopping,H&M,Shopping at H&M,debit,GBP,12694.470000000007
2024-06-05,-23.32,Transport,TfL,Transport at TfL,debit,GBP,12671.150000000007
2024-06-06,-36.32,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,12634.830000000007
2024-06-06,-60.89,Transport,Shell,Transport at Shell,debit,GBP,12573.940000000008
2024-06-07,-37.32,Dining Out,Nando's,Dining Out at Nando's,debit,GBP,12536.620000000008
2024-06-07,-38.53,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,12498.090000000007
2024-06-07,-77.81,Groceries,Lidl,Groceries at Lidl,debit,GBP,12420.280000000008
2024-06-07,-49.48,Utilities,BT,Utilities at BT,debit,GBP,12370.800000000008
2024-06-08,-11.33,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,12359.470000000008
2024-06-09,-30.82,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,12328.650000000009
2024-06-09,-98.15,Groceries,Lidl,Groceries at Lidl,debit,GBP,12230.50000000001
2024-06-10,-35.71,Transport,National Rail,Transport at National Rail,debit,GBP,12194.79000000001
2024-06-11,-65.99,Transport,TfL,Transport at TfL,debit,GBP,12128.80000000001
2024-06-12,-35.0,Groceries,Tesco,Groceries at Tesco,debit,GBP,12093.80000000001
2024-06-12,-125.32,Shopping,Zara,Shopping at Zara,debit,GBP,11968.48000000001
2024-06-13,-31.92,Dining Out,Nando's,Dining Out at Nando's,debit,GBP,11936.56000000001
2024-06-14,-43.99,Shopping,Boots,Shopping at Boots,debit,GBP,11892.57000000001
2024-06-14,-10.78,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,11881.79000000001
2024-06-15,-61.23,Groceries,Tesco,Groceries at Tesco,debit,GBP,11820.56000000001
2024-06-16,-74.32,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,11746.24000000001
2024-06-16,-35.88,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,11710.360000000011
2024-06-16,-33.4,Healthcare,NHS Prescription,Healthcare at NHS Prescription,debit,GBP,11676.960000000012
2024-06-18,-76.18,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,11600.780000000012
2024-06-18,-10.39,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,11590.390000000012
2024-06-20,-54.21,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,11536.180000000013
2024-06-20,-34.76,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,11501.420000000013
2024-06-20,-181.1,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,11320.320000000012
2024-06-21,-118.39,Groceries,Tesco,Groceries at Tesco,debit,GBP,11201.930000000013
2024-06-21,-45.38,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,11156.550000000014
2024-06-21,-133.41,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,11023.140000000014
2024-06-22,-43.85,Dining Out,Costa Coffee,Dining Out at Costa Coffee,debit,GBP,10979.290000000014
2024-06-23,-50.02,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,10929.270000000013
2024-06-24,-36.59,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,10892.680000000013
2024-06-25,-57.99,Transport,Shell,Transport at Shell,debit,GBP,10834.690000000013
2024-06-25,-63.27,Healthcare,Private GP,Healthcare at Private GP,debit,GBP,10771.420000000013
2024-06-26,-81.4,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,10690.020000000013
2024-06-26,-193.49,Shopping,Next,Shopping at Next,debit,GBP,10496.530000000013
